claim_id,product_category,product_age_months,warranty_period_months,receipt_available,serial_number_valid,damage_type,repair_history,purchase_price,claim_amount,days_since_purchase,claim_status
586,Camera,21,24,1,1,Manufacturing Defect,0,469.85,221.38,630,Valid
720,TV,21,36,1,1,Manufacturing Defect,0,1658.83,1188.31,627,Valid
384,Smartphone,1,12,1,1,Electrical Failure,1,352.61,136.54,44,Valid
1195,Refrigerator,45,36,0,0,Water Damage,3,1431.68,881.64,1365,Invalid
374,Refrigerator,23,36,1,1,Manufacturing Defect,3,1944.89,2053.63,682,Manual Review
55,Laptop,35,12,1,0,Unknown,2,1998.96,770.21,1045,Invalid
1097,Headphones,54,36,1,1,Unknown,1,370.14,347.96,1623,Manual Review
993,Camera,25,12,0,1,Unknown,1,2021.63,865.98,736,Invalid
1273,Washing Machine,48,24,0,0,Physical Damage,3,481.86,54.88,1452,Invalid
1001,Tablet,26,36,0,1,Battery Failure,2,376.4,263.07,788,Manual Review
818,Washing Machine,24,24,1,1,Battery Failure,2,1051.19,676.04,716,Valid
1018,Camera,3,12,1,1,Battery Failure,2,1827.64,1239.73,80,Valid
187,Washing Machine,11,12,1,1,Software Failure,2,1267.24,983.72,316,Valid
748,Headphones,47,12,0,0,Water Damage,4,40.93,28.79,1408,Invalid
111,Headphones,59,36,1,1,Water Damage,3,334.83,109.44,1777,Invalid
543,Laptop,4,12,1,1,Software Failure,2,1299.15,724.53,124,Valid
258,Washing Machine,58,36,1,0,Physical Damage,1,320.81,60.17,1728,Invalid
576,Washing Machine,1,12,1,1,Manufacturing Defect,3,630.14,395.51,36,Manual Review
232,Smartphone,16,24,1,1,Battery Failure,2,1400.15,1150.36,493,Valid
257,Headphones,44,24,0,1,Physical Damage,2,136.59,89.12,1316,Invalid
163,Camera,41,36,0,0,Water Damage,0,1998.72,1738.51,1224,Manual Review
700,Refrigerator,16,24,1,1,Electrical Failure,0,703.75,311.47,471,Valid
547,Camera,27,36,1,0,Electrical Failure,4,1752.47,1169.47,815,Manual Review
434,Tablet,58,24,1,0,Electrical Failure,1,991.23,554.84,1741,Manual Review
296,Headphones,4,24,1,1,Manufacturing Defect,0,246.32,251.43,106,Manual Review
316,Refrigerator,4,12,1,1,Electrical Failure,2,829.29,117.0,135,Valid
466,Smartphone,27,24,0,0,Water Damage,3,212.29,90.61,811,Invalid
262,Headphones,22,24,1,1,Electrical Failure,1,238.61,150.95,650,Valid
1432,Tablet,4,12,1,1,Manufacturing Defect,2,445.14,161.64,122,Valid
698,Tablet,25,12,0,1,Physical Damage,2,901.45,289.79,759,Invalid
422,Headphones,59,24,0,1,Screen Damage,3,224.46,219.36,1770,Manual Review
1014,Smartphone,37,12,0,0,Screen Damage,4,1166.64,763.05,1097,Manual Review
387,Washing Machine,31,36,1,1,Battery Failure,0,1516.45,664.04,941,Valid
858,Washing Machine,9,24,1,1,Software Failure,0,1448.21,307.67,283,Valid
1125,TV,57,36,0,0,Unknown,3,332.21,194.36,1707,Invalid
238,Tablet,37,12,1,0,Software Failure,2,1049.85,777.48,1124,Manual Review
1129,Smartphone,50,24,0,1,Software Failure,3,1017.81,852.81,1495,Manual Review
588,Camera,9,36,1,1,Unknown,4,1487.97,1449.51,258,Manual Review
1377,Refrigerator,23,36,1,1,Screen Damage,3,1279.91,691.95,704,Manual Review
112,Smartphone,3,24,1,1,Software Failure,1,1459.75,499.9,87,Valid
1313,Refrigerator,40,24,0,1,Electrical Failure,1,1185.32,996.01,1205,Manual Review
254,Laptop,52,36,0,0,Electrical Failure,3,2189.26,1864.84,1554,Manual Review
397,Headphones,30,12,1,0,Battery Failure,3,45.17,29.51,912,Manual Review
1020,Tablet,4,36,1,1,Software Failure,2,521.28,99.92,126,Valid
936,Smartphone,33,24,1,1,Physical Damage,2,1106.41,663.11,998,Invalid
456,TV,23,24,1,1,Software Failure,2,374.56,278.94,682,Valid
280,Camera,58,24,1,1,Electrical Failure,4,1202.2,652.79,1748,Manual Review
882,Washing Machine,28,36,0,0,Electrical Failure,2,1421.44,863.39,825,Manual Review
688,Camera,13,24,1,1,Electrical Failure,1,1581.32,603.64,396,Valid
584,Refrigerator,1,12,1,0,Unknown,1,1008.54,820.86,32,Manual Review
611,Washing Machine,48,24,0,0,Physical Damage,4,431.4,307.16,1448,Invalid
1116,TV,38,24,0,1,Unknown,3,436.71,91.36,1154,Invalid
403,Camera,19,24,1,1,Screen Damage,0,452.43,444.99,575,Manual Review
727,TV,35,12,0,1,Physical Damage,4,1002.07,506.81,1063,Manual Review
819,Refrigerator,4,24,1,1,Electrical Failure,2,1245.27,408.53,113,Valid
1331,Camera,19,24,1,1,Manufacturing Defect,2,443.51,363.71,579,Valid
484,Washing Machine,38,24,1,0,Unknown,2,599.5,269.36,1148,Invalid
485,Laptop,43,12,0,0,Unknown,1,1532.31,886.98,1293,Invalid
823,Camera,21,24,1,1,Electrical Failure,2,593.47,127.44,631,Valid
432,Tablet,39,24,1,1,Physical Damage,2,174.27,120.83,1177,Invalid
927,Headphones,28,36,1,1,Battery Failure,2,240.15,103.97,848,Valid
725,Refrigerator,3,12,1,1,Electrical Failure,0,899.04,613.26,78,Valid
953,Headphones,6,12,0,1,Screen Damage,2,416.31,356.61,183,Manual Review
356,Refrigerator,32,12,0,1,Water Damage,1,945.49,651.55,961,Invalid
446,Laptop,1,12,0,0,Screen Damage,1,1394.86,868.41,41,Manual Review
922,Refrigerator,21,24,1,1,Manufacturing Defect,0,2179.33,1850.12,628,Valid
822,Smartphone,37,12,1,1,Water Damage,4,476.54,365.12,1100,Manual Review
1405,Tablet,27,12,1,1,Water Damage,2,839.79,663.89,800,Manual Review
110,Headphones,25,24,0,1,Water Damage,2,302.35,99.51,763,Invalid
627,Washing Machine,47,24,0,0,Unknown,1,806.6,536.2,1398,Invalid
155,Laptop,23,12,0,0,Physical Damage,4,2107.58,657.48,694,Invalid
861,Refrigerator,56,12,0,1,Manufacturing Defect,0,2434.42,1768.1,1677,Manual Review
1057,Refrigerator,13,36,0,0,Unknown,2,1712.44,953.54,394,Manual Review
1225,Tablet,37,36,0,0,Software Failure,2,794.71,628.1,1112,Manual Review
1339,Headphones,22,36,0,0,Manufacturing Defect,1,294.16,238.2,675,Manual Review
125,Refrigerator,31,24,1,1,Software Failure,2,1120.46,1018.63,925,Manual Review
1410,Refrigerator,16,12,0,0,Unknown,1,1350.45,474.11,484,Invalid
556,TV,50,36,1,1,Water Damage,2,359.98,118.96,1505,Invalid
848,TV,38,12,0,0,Water Damage,0,1813.26,1787.88,1136,Manual Review
1058,Refrigerator,6,12,1,0,Battery Failure,3,1437.83,1023.11,180,Manual Review
1282,TV,36,36,1,1,Software Failure,0,1325.25,753.76,1067,Valid
1441,Tablet,38,24,1,0,Physical Damage,1,298.3,55.04,1138,Invalid
671,Laptop,14,12,0,1,Battery Failure,4,1130.98,821.7,435,Manual Review
1349,Smartphone,29,36,0,0,Battery Failure,0,329.98,237.66,866,Manual Review
350,TV,37,36,0,0,Water Damage,3,1228.45,747.26,1113,Invalid
786,Refrigerator,2,36,1,1,Software Failure,0,1470.0,717.82,68,Valid
1078,Camera,16,12,1,0,Physical Damage,4,485.05,364.36,489,Invalid
958,TV,41,36,0,0,Physical Damage,4,1028.09,624.29,1222,Invalid
80,Tablet,2,12,1,1,Battery Failure,0,702.78,171.44,71,Valid
1314,Tablet,32,24,1,0,Physical Damage,0,378.19,292.08,971,Manual Review
582,Camera,2,36,1,1,Electrical Failure,2,1501.72,764.65,54,Valid
876,Smartphone,51,12,0,0,Software Failure,3,1127.77,618.88,1522,Manual Review
82,Laptop,50,12,1,0,Water Damage,4,1346.86,524.59,1490,Invalid
1247,TV,24,24,1,1,Battery Failure,2,1623.57,813.37,734,Valid
1262,Washing Machine,34,12,1,0,Water Damage,4,652.5,249.45,1019,Invalid
1226,Camera,13,24,1,1,Software Failure,2,1866.17,711.96,400,Valid
1259,Washing Machine,55,24,1,0,Water Damage,3,598.0,394.48,1648,Invalid
558,Smartphone,22,24,1,1,Battery Failure,0,1298.73,413.98,674,Valid
1062,TV,59,36,1,1,Physical Damage,1,519.07,323.29,1769,Invalid
816,Washing Machine,20,36,1,1,Battery Failure,2,571.7,432.99,588,Valid
767,Washing Machine,6,36,1,1,Battery Failure,0,956.64,273.42,179,Valid
98,Laptop,13,24,1,1,Electrical Failure,2,1737.17,793.89,397,Valid
96,Headphones,37,36,0,1,Water Damage,1,126.73,37.07,1121,Invalid
893,Tablet,5,36,1,1,Battery Failure,2,942.17,443.37,159,Valid
925,Camera,15,36,1,1,Electrical Failure,1,829.84,648.42,453,Valid
168,Headphones,34,36,1,1,Software Failure,0,396.72,300.9,1025,Valid
1258,Headphones,23,12,1,1,Electrical Failure,0,397.63,422.99,691,Manual Review
1177,Washing Machine,35,24,0,0,Unknown,1,493.64,279.86,1041,Invalid
84,Tablet,59,36,0,0,Physical Damage,1,971.71,523.78,1766,Invalid
567,Laptop,37,36,1,1,Physical Damage,1,2106.84,731.28,1121,Invalid
175,Refrigerator,38,36,0,1,Water Damage,2,603.95,466.5,1148,Invalid
1075,Laptop,49,12,0,0,Unknown,4,2490.25,1780.61,1468,Manual Review
336,Smartphone,8,36,1,1,Software Failure,2,546.23,193.98,230,Valid
9,Smartphone,7,12,1,1,Battery Failure,0,1188.16,422.33,225,Valid
362,Washing Machine,42,24,0,1,Battery Failure,2,1312.91,901.52,1260,Manual Review
1297,Headphones,42,12,0,0,Physical Damage,4,135.18,35.44,1272,Invalid
1466,Headphones,5,12,1,1,Electrical Failure,1,340.69,159.04,137,Valid
20,Refrigerator,4,24,1,1,Electrical Failure,1,2404.68,1716.42,130,Valid
1393,Refrigerator,15,12,1,1,Physical Damage,2,732.44,781.42,455,Manual Review
216,Camera,46,36,1,0,Unknown,1,1321.68,821.17,1368,Invalid
628,Camera,38,24,0,1,Manufacturing Defect,4,1532.25,1421.83,1129,Manual Review
7,Tablet,44,24,0,0,Battery Failure,0,627.78,474.5,1325,Manual Review
1087,Laptop,42,36,0,1,Unknown,3,1865.73,541.1,1256,Invalid
1154,Headphones,37,12,0,0,Physical Damage,4,221.42,57.15,1122,Invalid
1131,Refrigerator,58,36,0,0,Water Damage,3,1608.05,737.72,1752,Invalid
885,Refrigerator,42,36,0,0,Physical Damage,3,915.45,494.9,1269,Invalid
305,Tablet,15,36,1,1,Electrical Failure,0,510.75,54.16,438,Valid
1334,Headphones,51,24,1,0,Physical Damage,1,358.29,242.59,1531,Invalid
1469,Refrigerator,43,12,0,0,Water Damage,4,1188.9,1159.26,1291,Manual Review
1388,TV,46,36,1,1,Manufacturing Defect,1,968.86,553.72,1377,Manual Review
1406,Laptop,45,36,0,1,Unknown,4,2222.21,771.17,1350,Invalid
780,Tablet,9,12,1,1,Software Failure,0,1139.02,433.05,267,Valid
828,Washing Machine,45,24,0,0,Water Damage,1,494.66,338.66,1362,Invalid
177,Headphones,32,36,1,1,Manufacturing Defect,0,316.17,262.38,952,Valid
580,Tablet,12,24,1,1,Screen Damage,2,1107.71,565.58,359,Manual Review
969,TV,19,24,1,1,Electrical Failure,1,625.89,64.68,563,Valid
886,Headphones,38,36,0,0,Water Damage,1,102.98,29.22,1145,Invalid
752,Camera,39,24,0,1,Battery Failure,2,1382.41,1179.63,1173,Manual Review
777,Washing Machine,36,24,1,1,Water Damage,1,1704.37,722.46,1079,Invalid
417,Camera,12,36,0,1,Manufacturing Defect,1,557.97,575.45,373,Manual Review
164,Refrigerator,35,12,0,1,Screen Damage,2,1161.92,1027.26,1045,Manual Review
901,TV,28,12,0,0,Screen Damage,0,1168.7,851.06,847,Manual Review
908,TV,28,36,0,0,Manufacturing Defect,1,769.08,557.36,829,Manual Review
439,Camera,10,36,1,1,Electrical Failure,2,1204.23,209.86,298,Valid
1183,Headphones,52,12,0,0,Water Damage,2,259.42,113.67,1573,Invalid
452,TV,3,12,0,0,Electrical Failure,3,745.41,391.62,75,Manual Review
1104,Tablet,1,36,1,1,Electrical Failure,2,782.51,97.26,44,Valid
454,Headphones,50,36,0,1,Water Damage,2,43.7,12.71,1510,Invalid
914,Camera,38,12,1,1,Physical Damage,1,1725.5,1303.49,1134,Invalid
1356,TV,21,36,1,1,Software Failure,1,1385.26,622.93,624,Valid
1391,Washing Machine,50,24,1,0,Physical Damage,3,1305.9,1398.49,1506,Manual Review
1379,Smartphone,10,36,1,1,Electrical Failure,1,1180.16,447.29,303,Valid
1019,Tablet,36,24,1,0,Physical Damage,3,1132.99,483.64,1085,Invalid
554,Smartphone,5,36,1,1,Battery Failure,2,537.96,329.93,142,Valid
730,Smartphone,48,36,1,0,Physical Damage,3,968.8,647.25,1438,Manual Review
53,Camera,1,12,1,1,Manufacturing Defect,1,620.47,157.7,37,Valid
396,TV,29,24,1,0,Physical Damage,3,1993.4,265.66,867,Invalid
328,Camera,37,12,0,1,Manufacturing Defect,4,2027.7,2215.82,1104,Manual Review
527,Laptop,23,24,1,1,Electrical Failure,2,901.14,734.49,682,Valid
1105,Headphones,1,12,1,1,Software Failure,0,168.44,70.86,36,Valid
951,Laptop,7,24,1,1,Battery Failure,2,988.25,589.87,206,Manual Review
1032,Laptop,53,24,0,0,Water Damage,2,1859.58,699.89,1578,Invalid
846,Camera,37,24,0,0,Software Failure,0,1931.31,1792.76,1112,Manual Review
376,Refrigerator,15,12,1,1,Software Failure,0,2284.33,1915.36,453,Manual Review
243,Refrigerator,36,12,0,1,Water Damage,2,2349.65,1313.51,1091,Invalid
36,Refrigerator,51,36,1,0,Water Damage,3,1363.58,1053.87,1529,Invalid
1025,Washing Machine,15,36,1,1,Manufacturing Defect,2,1664.08,1194.63,444,Valid
275,Headphones,35,36,0,1,Screen Damage,4,277.66,257.93,1059,Manual Review
560,TV,17,36,1,1,Electrical Failure,1,1730.68,1348.2,497,Valid
1215,Washing Machine,2,12,1,1,Software Failure,1,997.06,282.07,64,Valid
295,Tablet,52,36,1,1,Unknown,2,948.01,646.1,1552,Manual Review
194,Refrigerator,1,12,0,1,Screen Damage,3,918.36,792.46,25,Manual Review
968,Smartphone,35,24,1,0,Physical Damage,2,1397.69,570.71,1042,Invalid
1489,Laptop,28,36,1,1,Manufacturing Defect,0,888.59,151.3,844,Valid
670,Headphones,29,36,1,1,Manufacturing Defect,0,91.58,27.5,864,Valid
845,Camera,20,12,0,0,Unknown,2,844.6,154.07,596,Invalid
997,Camera,49,36,0,0,Water Damage,0,497.1,271.4,1460,Manual Review
513,Tablet,16,12,1,0,Water Damage,1,782.41,377.91,467,Invalid
491,Laptop,37,12,0,0,Water Damage,3,737.96,461.32,1104,Invalid
499,TV,23,24,1,1,Software Failure,1,1312.68,296.46,698,Valid
1165,TV,12,24,1,1,Electrical Failure,1,1280.03,869.47,361,Valid
1371,Camera,36,24,0,1,Physical Damage,1,656.03,75.02,1077,Invalid
204,Headphones,54,12,1,0,Unknown,1,240.0,174.78,1617,Manual Review
1089,Tablet,10,24,1,1,Unknown,0,598.83,340.07,308,Manual Review
742,Tablet,12,36,1,1,Software Failure,2,1184.39,317.63,370,Valid
905,Camera,16,24,1,1,Battery Failure,1,571.04,443.6,465,Valid
1435,Tablet,45,24,1,0,Screen Damage,3,796.44,454.6,1363,Manual Review
1497,Smartphone,49,24,0,0,Physical Damage,2,1213.09,855.48,1474,Invalid
529,Tablet,28,12,0,1,Unknown,2,538.16,219.9,831,Invalid
1266,Laptop,43,36,1,1,Physical Damage,1,1576.87,526.13,1295,Invalid
805,Washing Machine,26,24,1,1,Software Failure,3,1261.57,1001.35,783,Manual Review
606,TV,18,12,0,0,Unknown,1,281.35,113.57,537,Invalid
450,Tablet,8,12,1,1,Battery Failure,0,998.88,828.2,229,Valid
1132,Camera,9,36,1,1,Electrical Failure,1,1489.23,356.4,277,Valid
483,Camera,42,12,0,0,Unknown,2,869.2,504.62,1270,Manual Review
458,Refrigerator,40,24,0,1,Water Damage,4,856.62,426.89,1187,Invalid
1474,Laptop,35,12,1,1,Screen Damage,3,2217.97,2380.01,1039,Manual Review
1056,TV,19,24,1,1,Battery Failure,0,694.46,309.63,563,Valid
738,Laptop,23,24,1,1,Electrical Failure,0,1076.43,833.64,679,Valid
1368,Smartphone,51,36,1,1,Manufacturing Defect,1,597.21,602.08,1522,Manual Review
991,Tablet,10,36,1,1,Manufacturing Defect,2,790.84,413.19,290,Valid
352,Headphones,21,24,1,0,Screen Damage,2,364.35,349.67,626,Manual Review
1027,Refrigerator,59,24,0,0,Water Damage,4,637.65,378.39,1770,Invalid
185,Camera,15,12,1,1,Screen Damage,2,1502.84,1171.5,463,Manual Review
1311,Tablet,18,24,1,1,Electrical Failure,1,951.02,332.22,537,Valid
87,Laptop,50,24,1,0,Battery Failure,4,819.99,557.03,1487,Manual Review
1442,Refrigerator,54,12,1,0,Unknown,1,2056.49,1199.92,1612,Invalid
949,Refrigerator,28,12,1,0,Water Damage,2,2243.04,1158.26,855,Manual Review
137,Laptop,58,12,0,1,Unknown,3,771.12,533.82,1748,Manual Review
850,Tablet,4,12,1,1,Electrical Failure,1,1175.44,756.32,121,Valid
794,TV,57,36,1,1,Unknown,4,1167.67,161.01,1705,Invalid
1424,Headphones,37,24,0,1,Unknown,2,155.14,41.83,1108,Invalid
370,Smartphone,45,36,1,0,Water Damage,4,556.85,211.11,1358,Invalid
414,TV,41,12,1,0,Electrical Failure,4,1466.42,1121.79,1223,Manual Review
113,Smartphone,32,36,1,1,Software Failure,0,625.63,347.41,965,Valid
57,Headphones,47,24,0,0,Water Damage,4,141.27,97.87,1411,Invalid
1307,TV,6,12,0,0,Battery Failure,3,730.72,554.37,179,Manual Review
587,Washing Machine,48,24,0,0,Unknown,3,1104.16,312.38,1443,Invalid
1366,Laptop,56,24,1,0,Unknown,3,1587.71,804.57,1692,Invalid
647,Smartphone,12,12,1,1,Electrical Failure,2,235.8,43.68,359,Valid
1112,TV,32,12,1,0,Physical Damage,1,1829.23,332.04,968,Invalid
160,Washing Machine,41,12,0,0,Unknown,1,772.21,123.05,1239,Invalid
64,Tablet,55,12,0,1,Screen Damage,1,733.12,434.36,1659,Manual Review
480,Washing Machine,6,12,1,1,Software Failure,1,1596.13,214.34,188,Valid
1265,Tablet,15,12,0,0,Unknown,1,935.71,293.14,463,Invalid
312,Smartphone,55,12,1,1,Physical Damage,1,889.72,973.92,1645,Manual Review
775,Headphones,54,12,0,1,Manufacturing Defect,4,45.08,34.37,1621,Manual Review
624,Camera,40,24,0,1,Battery Failure,4,862.88,872.86,1196,Manual Review
385,Headphones,1,24,1,1,Manufacturing Defect,1,355.14,94.54,24,Valid
1365,Refrigerator,39,12,0,0,Screen Damage,0,2325.45,2061.83,1167,Manual Review
488,Headphones,9,12,1,1,Electrical Failure,0,222.69,142.93,275,Valid
981,TV,10,36,1,1,Manufacturing Defect,1,1467.66,1242.45,298,Manual Review
1223,Washing Machine,38,36,1,0,Unknown,3,1159.02,513.89,1136,Invalid
1401,Refrigerator,10,24,1,1,Software Failure,2,1588.9,847.6,300,Valid
1178,Refrigerator,54,36,0,1,Physical Damage,4,2021.5,518.14,1628,Invalid
851,Tablet,55,36,0,1,Water Damage,4,786.47,440.63,1645,Invalid
1355,Camera,51,36,1,0,Water Damage,3,1219.35,915.97,1532,Manual Review
103,TV,24,12,1,1,Unknown,4,1766.86,1027.44,733,Invalid
978,Headphones,25,36,1,0,Screen Damage,3,388.63,224.28,739,Manual Review
552,Laptop,35,36,1,1,Manufacturing Defect,1,491.42,371.02,1047,Valid
14,TV,3,36,1,1,Electrical Failure,0,1765.56,1337.84,99,Valid
1015,Refrigerator,48,24,0,0,Physical Damage,4,2193.84,476.33,1429,Invalid
980,Headphones,4,12,1,0,Physical Damage,0,383.29,417.14,135,Manual Review
618,TV,32,12,0,1,Water Damage,2,1249.54,1330.86,968,Manual Review
1003,Laptop,55,36,0,0,Electrical Failure,0,1683.56,1337.44,1657,Manual Review
138,Tablet,18,24,1,0,Screen Damage,2,834.52,771.81,539,Manual Review
1101,Smartphone,10,12,1,1,Software Failure,1,1490.32,1602.83,292,Manual Review
1160,Camera,33,36,0,1,Unknown,4,1569.71,1430.12,992,Manual Review
192,Smartphone,45,36,0,0,Unknown,3,1407.38,215.64,1350,Invalid
178,Headphones,7,12,1,1,Software Failure,2,485.71,310.7,214,Valid
1059,Refrigerator,54,24,1,0,Software Failure,3,1083.94,1056.36,1622,Manual Review
378,TV,47,24,0,0,Unknown,2,638.75,324.74,1424,Invalid
279,Refrigerator,59,24,1,0,Water Damage,2,631.75,123.59,1769,Invalid
1028,Laptop,28,24,1,0,Electrical Failure,2,1895.08,1637.93,852,Manual Review
363,Headphones,33,24,1,0,Physical Damage,1,427.64,264.59,997,Manual Review
1271,Refrigerator,7,24,0,1,Battery Failure,3,612.81,436.76,210,Manual Review
91,Washing Machine,11,12,1,1,Manufacturing Defect,2,1393.93,839.87,325,Valid
617,Camera,60,36,0,1,Physical Damage,4,317.59,31.8,1794,Invalid
1494,Tablet,23,24,1,1,Physical Damage,3,904.39,734.69,704,Manual Review
200,Camera,42,36,0,0,Water Damage,2,2026.89,349.84,1260,Invalid
67,Smartphone,54,12,0,0,Physical Damage,3,1351.61,718.75,1619,Invalid
1423,Washing Machine,17,24,1,1,Electrical Failure,0,396.04,113.24,495,Valid
290,Camera,4,12,1,1,Electrical Failure,1,617.54,133.6,133,Valid
184,Tablet,59,36,0,1,Electrical Failure,3,818.24,610.55,1774,Manual Review
1284,Camera,42,36,0,0,Physical Damage,3,2157.58,572.5,1261,Invalid
806,Camera,58,12,0,0,Unknown,4,859.26,456.63,1751,Invalid
441,Laptop,59,24,1,1,Physical Damage,0,2209.6,2150.63,1759,Manual Review
883,Camera,47,12,0,0,Screen Damage,3,464.57,339.32,1395,Manual Review
1464,Washing Machine,5,12,1,1,Battery Failure,1,1761.82,1292.94,161,Valid
1071,Refrigerator,29,36,1,0,Unknown,2,1132.6,959.56,875,Manual Review
872,Headphones,9,24,1,1,Battery Failure,2,395.51,121.81,270,Valid
827,Washing Machine,9,24,1,1,Battery Failure,0,628.53,213.17,283,Valid
534,Refrigerator,42,36,0,1,Screen Damage,1,2489.33,2097.35,1264,Manual Review
1342,Refrigerator,5,24,1,1,Manufacturing Defect,0,1284.31,547.13,150,Valid
81,Camera,40,24,0,1,Physical Damage,4,519.45,344.58,1204,Invalid
123,Laptop,43,24,0,0,Water Damage,4,1027.63,578.06,1287,Invalid
249,Refrigerator,53,36,0,0,Water Damage,4,1905.4,377.87,1598,Invalid
69,Smartphone,53,36,0,0,Water Damage,3,472.36,303.83,1598,Invalid
903,Laptop,14,36,1,1,Software Failure,0,2249.81,1799.72,433,Valid
974,Camera,19,24,1,1,Manufacturing Defect,1,1364.73,1066.93,561,Valid
1395,TV,2,24,1,1,Software Failure,4,1041.47,967.26,63,Manual Review
1190,Camera,3,12,1,1,Software Failure,1,1934.92,1357.69,100,Valid
62,Laptop,55,36,0,0,Unknown,4,750.3,538.7,1640,Invalid
132,Camera,29,12,0,0,Physical Damage,2,1773.77,744.86,877,Invalid
27,Laptop,5,24,0,0,Battery Failure,1,764.72,439.97,152,Manual Review
1231,Smartphone,4,24,1,1,Software Failure,0,537.29,109.18,131,Valid
1256,Laptop,39,24,0,0,Water Damage,2,1817.73,606.45,1163,Invalid
589,TV,44,24,0,1,Physical Damage,2,392.64,270.26,1318,Manual Review
76,Tablet,53,24,0,1,Unknown,0,763.96,619.83,1597,Manual Review
401,Laptop,30,36,1,1,Electrical Failure,3,2087.01,1249.9,905,Manual Review
1017,Refrigerator,7,12,1,1,Electrical Failure,2,2477.09,767.38,216,Valid
724,TV,51,36,0,1,Water Damage,2,783.62,584.26,1530,Invalid
1176,Smartphone,16,24,1,1,Manufacturing Defect,0,250.01,100.14,485,Valid
443,Camera,58,12,1,0,Water Damage,4,2118.13,1830.33,1743,Manual Review
373,Refrigerator,12,12,1,1,Software Failure,0,2396.17,1036.43,372,Valid
1016,Smartphone,52,24,1,1,Water Damage,3,1166.05,880.87,1569,Manual Review
1370,Refrigerator,42,12,0,0,Screen Damage,0,1728.63,1537.08,1256,Manual Review
904,Headphones,49,24,0,0,Screen Damage,1,210.52,197.24,1468,Manual Review
625,Washing Machine,1,12,1,1,Software Failure,1,1564.27,857.44,36,Valid
1070,Tablet,2,24,1,1,Screen Damage,2,310.44,266.08,68,Manual Review
739,Refrigerator,55,24,0,0,Unknown,3,1265.27,589.82,1665,Invalid
88,Laptop,28,36,1,1,Software Failure,0,778.55,289.58,831,Valid
1033,Refrigerator,9,24,1,1,Electrical Failure,2,2442.24,1498.65,262,Valid
1480,Camera,46,12,0,0,Water Damage,3,316.38,87.42,1384,Invalid
489,Laptop,58,36,0,0,Unknown,1,1179.51,818.12,1735,Invalid
787,Refrigerator,35,12,0,1,Electrical Failure,4,1864.79,995.78,1038,Manual Review
1242,TV,46,36,1,0,Manufacturing Defect,4,735.58,485.08,1388,Manual Review
188,Smartphone,2,12,0,1,Electrical Failure,1,537.24,382.51,74,Manual Review
1021,TV,47,36,0,1,Physical Damage,1,1705.46,973.75,1395,Invalid
107,TV,7,12,1,1,Software Failure,1,888.46,512.43,206,Valid
1182,Laptop,59,12,0,1,Physical Damage,4,1499.05,692.36,1774,Invalid
26,Headphones,26,36,0,0,Screen Damage,4,358.65,239.46,791,Manual Review
1077,Laptop,54,12,1,1,Unknown,4,1354.23,726.24,1618,Invalid
613,Smartphone,42,36,0,0,Manufacturing Defect,1,542.39,548.81,1250,Manual Review
641,Refrigerator,21,36,1,0,Battery Failure,2,829.37,675.07,634,Manual Review
874,Refrigerator,35,24,0,0,Water Damage,2,1756.81,745.78,1037,Invalid
717,TV,33,24,0,1,Physical Damage,1,1605.71,247.95,999,Invalid
